no,Age,Job,Creditamount,Duration,Sex_male,Housing_own,Housing_rent,Savingaccounts_moderate,Savingaccounts_quite rich,Savingaccounts_rich,Checkingaccount_moderate,Checkingaccount_rich,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Age_Income_Ratio,Credit_Duration_Ratio,Saving_Checking_Account_little_moderate,Saving_Checking_Account_little_rich,Saving_Checking_Account_moderate_little,Saving_Checking_Account_moderate_moderate,Saving_Checking_Account_moderate_rich,Saving_Checking_Account_quite rich_little,Saving_Checking_Account_quite rich_moderate,Saving_Checking_Account_quite rich_rich,Saving_Checking_Account_rich_little,Saving_Checking_Account_rich_moderate,Saving_Checking_Account_rich_rich
644,32,3,1880,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.01701222753854333,98.94736842105263,False,False,False,False,False,False,False,False,False,False,False
646,32,2,4583,30,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.006980802792321117,147.83870967741936,False,False,False,False,False,False,False,False,False,False,False
648,38,2,947,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.04008438818565401,37.88,False,True,False,False,False,False,False,False,False,False,False
649,40,1,684,12,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.058394160583941604,52.61538461538461,False,False,False,False,False,False,False,False,False,False,False
650,50,3,7476,48,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.006687174000267487,152.57142857142858,False,False,False,False,False,False,False,False,False,False,False
651,37,1,1922,12,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.01924076963078523,147.84615384615384,True,False,False,False,False,False,False,False,False,False,False
652,45,2,2303,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.01953125,92.12,False,False,False,False,False,False,False,False,False,False,False
653,42,3,8086,36,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0.005193520464943737,218.54054054054055,False,False,False,True,False,False,False,False,False,False,False
655,22,2,3973,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0055359838953195776,264.8666666666667,False,False,False,False,False,False,False,False,False,False,False
656,41,1,888,12,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.04611923509561305,68.3076923076923,True,False,False,False,False,False,False,False,False,False,False
658,28,2,4221,30,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.006631927996210327,136.16129032258064,True,False,False,False,False,False,False,False,False,False,False
659,41,2,6361,18,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.006444514303678089,334.7894736842105,True,False,False,False,False,False,False,False,False,False,False
660,23,2,1297,12,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.017719568567026195,99.76923076923077,False,True,False,False,False,False,False,False,False,False,False
663,35,3,1050,6,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.03330161750713606,150.0,True,False,False,False,False,False,False,False,False,False,False
664,50,1,1047,6,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0.04770992366412214,149.57142857142858,False,True,False,False,False,False,False,False,False,False,False
666,34,2,3496,30,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,0.009722619388046897,112.7741935483871,False,False,False,False,False,False,False,False,False,True,False
668,43,2,4843,12,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.008876961189099917,372.53846153846155,False,False,False,False,False,False,False,False,False,False,False
669,47,2,3017,30,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.015573227302849569,97.3225806451613,False,True,False,False,False,False,False,False,False,False,False
677,24,2,5595,72,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0.004288777698355968,76.64383561643835,False,False,False,True,False,False,False,False,False,False,False
678,64,1,2384,24,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.026834381551362682,95.36,False,False,False,False,False,False,False,False,False,False,False
684,31,1,9857,36,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0031446540880503146,266.4054054054054,False,False,False,True,False,False,False,False,False,False,False
687,30,2,2862,36,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,0.010478519035976248,77.35135135135135,False,False,False,True,False,False,False,False,False,False,False
689,31,2,3651,12,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.008488499452354874,280.84615384615387,False,False,False,False,False,False,False,False,True,False,False
690,25,2,975,15,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.025614754098360656,60.9375,False,False,False,False,False,False,False,False,False,False,False
691,25,1,2631,15,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.009498480243161094,164.4375,False,False,False,True,False,False,False,False,False,False,False
692,29,2,2896,24,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0.010010355540214014,115.84,False,False,False,True,False,False,False,False,False,False,False
696,29,2,1103,12,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.026268115942028984,84.84615384615384,True,False,False,False,False,False,False,False,False,False,False
699,40,3,1905,15,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0.02098635886673662,119.0625,False,True,False,False,False,False,False,False,False,False,False
701,46,2,6331,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.007264687302590019,129.20408163265307,False,False,False,False,False,False,False,False,False,False,False
702,47,2,1377,24,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.034107402031930335,55.08,False,False,False,False,True,False,False,False,False,False,False
703,41,2,2503,30,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,0.01637380191693291,80.74193548387096,False,False,False,True,False,False,False,False,False,False,False
704,32,2,2528,27,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.01265322261763543,90.28571428571429,True,False,False,False,False,False,False,False,False,False,False
706,24,2,6560,48,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0.003657978966620942,133.87755102040816,False,False,False,True,False,False,False,False,False,False,False
707,25,2,2969,12,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.008417508417508417,228.3846153846154,True,False,False,False,False,False,False,False,False,False,False
708,25,2,1206,9,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.020712510356255178,120.6,True,False,False,False,False,False,False,False,False,False,False
709,37,1,2118,9,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.017461066540821142,211.8,True,False,False,False,False,False,False,False,False,False,False
711,35,2,1198,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.029190992493744787,171.14285714285714,False,False,False,False,False,False,False,False,False,False,False
713,25,1,1138,9,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.021949078138718173,113.8,False,False,False,False,False,False,False,False,False,False,False
714,27,3,14027,60,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.001924721984602224,229.95081967213116,True,False,False,False,False,False,False,False,False,False,False
719,31,2,6148,20,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0.005041470157749228,292.76190476190476,False,False,False,True,False,False,False,False,False,False,False
720,34,3,1337,9,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.025411061285500747,133.7,False,True,False,False,False,False,False,False,False,False,False
721,24,2,433,6,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0.055299539170506916,61.857142857142854,False,False,False,False,False,False,False,False,False,True,False
722,24,1,1228,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.01952807160292921,94.46153846153847,False,False,False,False,False,False,False,False,False,False,False
723,66,1,790,9,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,0.08343868520859671,79.0,False,False,False,False,False,False,True,False,False,False,False
727,25,2,1882,18,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.013276686139139671,99.05263157894737,False,False,False,False,False,False,False,False,False,False,False
728,59,2,6416,48,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.009194327567399097,130.9387755102041,True,False,False,False,False,False,False,False,False,False,False
729,36,2,1275,24,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0.02821316614420063,51.0,False,False,False,False,False,False,False,False,False,False,True
730,33,2,6403,24,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.005153029356652092,256.12,True,False,False,False,False,False,False,False,False,False,False
731,21,1,1987,24,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.01056338028169014,79.48,False,False,False,False,False,False,False,False,False,False,False
732,44,1,760,8,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.05781865965834428,84.44444444444444,True,False,False,False,False,False,False,False,False,False,False
736,23,3,11560,24,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.0019894472796470894,462.4,True,False,False,False,False,False,False,False,False,False,False
737,35,1,4380,18,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,0.007989043597352202,230.52631578947367,False,False,True,False,False,False,False,False,False,False,False
739,26,1,4280,30,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0.006073347348750292,138.06451612903226,False,False,False,True,False,False,False,False,False,False,False
740,32,2,2325,24,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,0.013757523645743766,93.0,False,False,True,False,False,False,False,False,False,False,False
741,23,1,1048,10,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0219256434699714,95.27272727272727,True,False,False,False,False,False,False,False,False,False,False
743,22,2,2483,24,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.008856682769726247,99.32,False,False,False,False,False,True,False,False,False,False,False
745,28,1,1797,13,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01557285873192436,128.35714285714286,False,False,False,False,False,False,False,False,False,False,False
746,23,2,2511,15,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.009156050955414012,156.9375,False,False,False,False,False,False,False,False,False,False,False
747,37,1,1274,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029019607843137254,98.0,False,False,False,False,False,False,False,False,False,False,False
750,49,2,428,6,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.11421911421911422,61.142857142857146,False,False,False,False,False,False,False,False,False,False,False
751,23,1,976,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.02354145342886387,51.36842105263158,False,False,False,False,False,False,False,False,False,False,False
752,23,1,841,12,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0.027315914489311165,64.6923076923077,False,False,False,True,False,False,False,False,False,False,False
756,74,0,1299,6,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0.05692307692307692,185.57142857142858,False,True,False,False,False,False,False,False,False,False,False
759,35,2,691,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.05057803468208093,53.15384615384615,False,False,False,False,False,False,False,False,False,False,False
761,24,2,2124,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.011294117647058824,111.78947368421052,False,False,False,False,False,False,False,False,False,False,False
762,24,1,2214,12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.010835214446952596,170.30769230769232,False,False,False,False,False,False,False,False,False,False,False
765,40,1,1155,12,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.03460207612456748,88.84615384615384,True,False,False,False,False,False,False,False,False,False,False
766,31,1,3108,30,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.009971051785139916,100.25806451612904,False,False,False,False,False,False,False,False,False,False,False
768,28,2,3617,12,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.007739082365948038,278.2307692307692,True,False,False,False,False,False,False,False,False,False,False
771,25,3,8065,36,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0030994297049342923,217.97297297297297,False,False,False,False,False,False,False,False,False,False,False
774,66,0,1480,12,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,0.04456448345712356,113.84615384615384,False,False,False,False,False,False,False,True,False,False,False
777,25,2,3509,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.007122507122507123,184.68421052631578,False,False,False,False,False,False,False,False,False,False,False
779,67,2,3872,18,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.017299251226439452,203.78947368421052,True,False,False,False,False,False,False,False,False,False,False
780,25,2,4933,39,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.005066882853668423,123.325,True,False,False,False,False,False,False,False,False,False,False
782,31,1,1410,12,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0.021970233876683204,108.46153846153847,True,False,False,False,False,False,False,False,False,False,False
783,23,1,836,12,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0.027479091995221028,64.3076923076923,False,False,False,True,False,False,False,False,False,False,False
785,35,1,1941,18,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,0.018022657054582905,102.15789473684211,False,False,False,False,False,False,False,False,False,True,False
788,50,2,6224,48,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.008032128514056224,127.0204081632653,True,False,False,False,False,False,False,False,False,False,False
789,27,2,5998,40,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.004500750125020837,146.29268292682926,False,False,False,False,False,False,False,False,False,False,False
790,39,2,1188,21,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.03280067283431455,54.0,True,False,False,False,False,False,False,False,False,False,False
793,51,2,2892,24,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.017628759073625995,115.68,False,True,False,False,False,False,False,False,False,False,False
801,48,1,1795,18,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.026726057906458798,94.47368421052632,True,False,False,False,False,False,False,False,False,False,False
802,24,2,4272,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.005616662766206412,203.42857142857142,False,False,False,False,False,False,False,False,False,False,False
805,24,2,9271,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0025884383088869713,250.56756756756758,False,False,False,False,False,False,False,False,False,False,False
806,26,1,590,6,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.043993231810490696,84.28571428571429,True,False,False,False,False,False,False,False,False,False,False
808,55,3,9283,42,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.005924170616113744,215.88372093023256,True,False,False,False,False,False,False,False,False,False,False
809,26,0,1778,15,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01461495222034851,111.125,True,False,False,False,False,False,False,False,False,False,False
810,26,2,907,8,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.028634361233480177,100.77777777777777,True,False,False,False,False,False,False,False,False,False,False
811,28,1,484,6,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0577319587628866,69.14285714285714,True,False,False,False,False,False,False,False,False,False,False
812,24,2,9629,36,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0024922118380062306,260.2432432432432,False,False,False,False,False,False,False,False,False,False,False
813,54,2,3051,48,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.017693315858453473,62.265306122448976,False,False,False,False,False,False,False,False,False,False,False
814,46,2,3931,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.011698880976602238,80.22448979591837,False,False,False,False,False,False,False,False,False,False,False
815,54,2,7432,36,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.007264899771290192,200.86486486486487,True,False,False,False,False,False,False,False,False,False,False
818,43,3,15857,36,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0027115651406230293,428.56756756756755,False,False,False,False,False,False,False,False,False,False,False
819,26,2,1345,18,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.019316493313521546,70.78947368421052,False,False,False,False,False,False,False,False,False,False,False
821,24,2,3016,12,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.007954922108054359,232.0,False,True,False,False,False,False,False,False,False,False,False
822,41,2,2712,36,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.015112421673424253,73.29729729729729,False,False,False,False,False,False,False,False,False,False,False
823,47,1,731,8,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06420765027322405,81.22222222222223,False,False,False,False,False,False,False,False,False,False,False
825,30,2,1602,21,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.018714909544603867,72.81818181818181,False,False,False,False,False,False,False,False,False,False,False
826,33,2,3966,18,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.008318628686664987,208.73684210526315,False,False,False,False,False,False,False,False,False,False,False
831,23,2,1216,18,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.018898931799506986,64.0,False,False,False,False,False,False,False,False,False,False,False
832,29,2,11816,45,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.002454091563002454,256.8695652173913,False,False,False,False,False,False,False,False,False,False,False
834,25,1,2327,15,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.010738831615120275,145.4375,False,True,False,False,False,False,False,False,False,False,False
835,48,2,1082,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0443213296398892,83.23076923076923,False,False,False,False,False,False,False,False,False,False,False
838,63,2,2957,24,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.02129817444219067,118.28,False,False,False,False,False,False,False,False,False,False,False
840,29,2,5179,36,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.005598455598455598,139.97297297297297,False,False,False,False,False,False,False,False,False,False,False
848,59,2,1364,9,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.04322344322344322,136.4,False,False,False,False,False,False,False,False,False,False,False
849,57,1,709,12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.08028169014084507,54.53846153846154,False,False,False,False,False,False,False,False,False,False,False
850,33,2,2235,20,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.014758497316636851,106.42857142857143,False,False,False,False,False,False,False,False,False,False,False
853,32,1,1442,18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.022176022176022176,75.89473684210526,False,False,False,False,False,False,False,False,False,False,False
858,29,2,3959,15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0073232323232323236,247.4375,False,False,False,False,False,False,False,False,False,False,False
862,35,2,2439,24,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.014344262295081968,97.56,False,False,False,False,False,False,False,False,False,False,False
866,27,2,2389,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.011297071129707114,125.73684210526316,False,False,False,False,False,False,False,False,False,False,False
869,24,2,652,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.036753445635528334,50.15384615384615,False,False,False,False,False,False,False,False,False,False,False
871,46,2,1343,6,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0.03422619047619048,191.85714285714286,False,True,False,False,False,False,False,False,False,False,False
872,26,2,1382,24,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.018799710773680405,55.28,False,False,True,False,False,False,False,False,False,False,False
874,29,1,3590,12,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00807574491785018,276.15384615384613,False,False,False,False,False,False,False,False,False,False,False
875,40,2,1322,11,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,0.030234315948601664,110.16666666666667,False,False,False,False,False,False,False,False,False,True,False
876,36,3,1940,18,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.01854714064914992,102.10526315789474,False,False,False,False,False,False,False,False,False,False,False
878,27,3,1422,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.018973998594518624,142.2,False,False,False,False,False,False,False,False,False,False,False
884,43,2,4057,24,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.010596352883193692,162.28,True,False,False,False,False,False,False,False,False,False,False
885,53,2,795,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.06658291457286432,61.15384615384615,False,False,False,False,False,False,False,False,False,False,False
887,23,2,15672,48,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0014674918649907483,319.83673469387753,True,False,False,False,False,False,False,False,False,False,False
890,43,3,2442,27,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01760130986492018,87.21428571428571,False,False,False,False,False,False,False,False,False,False,False
892,38,1,2171,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.017495395948434623,167.0,False,False,False,False,False,False,False,False,False,False,False
893,34,2,5800,36,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00586105843820031,156.75675675675674,True,False,False,False,False,False,False,False,False,False,False
896,28,3,2606,21,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.010740314537782892,118.45454545454545,False,False,False,False,False,False,False,False,False,False,False
899,42,2,4153,18,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.010110736639383727,218.57894736842104,False,False,False,False,False,False,False,False,False,False,False
900,43,2,2625,16,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.016374714394516376,154.41176470588235,False,False,False,False,False,False,False,False,False,False,False
905,20,3,1107,12,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.018050541516245487,85.15384615384616,False,False,False,False,False,False,False,False,False,False,False
911,25,1,4736,24,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.005277601857715854,189.44,True,False,False,False,False,False,False,False,False,False,False
914,31,2,3161,24,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00980392156862745,126.44,False,False,False,False,False,False,False,False,False,False,False
915,32,3,18424,48,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0017367706919945726,376.0,True,False,False,False,False,False,False,False,False,False,False
917,68,3,14896,6,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00456467745183594,2128.0,False,False,False,False,False,False,False,False,False,False,False
918,33,2,2359,24,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.013983050847457627,94.36,False,False,True,False,False,False,False,False,False,False,False
919,39,3,3345,24,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.011655708308427973,133.8,False,False,False,False,False,False,False,False,False,False,False
922,22,2,1366,9,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.016093635698610095,136.6,False,False,False,False,False,False,False,False,False,False,False
923,30,2,2002,12,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.014977533699450823,154.0,True,False,False,False,False,False,False,False,False,False,False
924,55,2,6872,24,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.008002327949949076,274.88,False,False,False,False,False,False,False,False,False,False,False
925,46,2,697,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0659025787965616,53.61538461538461,False,False,False,False,False,False,False,False,False,False,False
926,21,2,1049,18,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.02,55.21052631578947,False,False,False,False,False,False,False,False,False,False,False
927,39,2,10297,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0037871431345892406,210.14285714285714,False,False,False,False,False,False,False,False,False,False,False
929,43,1,1344,12,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03197026022304833,103.38461538461539,False,False,False,False,False,False,False,False,False,False,False
930,24,1,1747,24,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.013729977116704805,69.88,False,False,False,False,False,False,False,False,False,False,False
931,22,2,1670,9,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.013165769000598444,167.0,True,False,False,False,False,False,False,False,False,False,False
934,23,2,1498,12,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.015343562374916611,115.23076923076923,False,False,False,False,False,False,False,False,False,False,False
935,30,3,1919,30,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0.015625,61.903225806451616,False,False,False,True,False,False,False,False,False,False,False
936,28,1,745,9,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.03753351206434316,74.5,False,True,False,False,False,False,False,False,False,False,False
937,30,3,2063,6,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.014534883720930232,294.7142857142857,True,False,False,False,False,False,False,False,False,False,False
938,42,2,6288,60,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0066783272380346636,103.08196721311475,True,False,False,False,False,False,False,False,False,False,False
944,46,2,1845,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.024918743228602384,115.3125,False,False,False,False,False,False,False,False,False,False,False
945,30,2,8358,48,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,0.0035889460461777725,170.57142857142858,False,False,False,False,False,False,True,False,False,False,False
946,30,2,3349,24,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.008955223880597015,133.96,False,False,False,False,False,True,False,False,False,False,False
950,40,0,3590,18,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.01113895850737956,188.94736842105263,True,False,False,False,False,False,False,False,False,False,False
951,24,2,2145,36,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.011183597390493943,57.972972972972975,False,False,False,False,False,False,False,False,False,False,False
952,28,2,4113,24,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.006806028196402528,164.52,False,False,False,False,False,False,True,False,False,False,False
954,29,2,1893,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.015311510031678986,145.6153846153846,False,False,False,False,False,False,False,False,False,False,False
955,57,3,1231,24,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.04626623376623377,49.24,False,False,False,False,False,False,False,False,True,False,False
957,37,1,1154,9,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.032034632034632034,115.4,True,False,False,False,False,False,False,False,False,False,False
958,45,1,4006,28,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.01123034689293736,138.13793103448276,False,False,False,False,False,False,False,False,False,False,False
959,30,2,3069,24,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0.009771986970684038,122.76,False,False,False,True,False,False,False,False,False,False,False
961,47,2,2353,21,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.019966015293118096,106.95454545454545,True,False,False,False,False,False,False,False,False,False,False
964,22,1,454,6,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.04835164835164835,64.85714285714286,True,False,False,False,False,False,False,False,False,False,False
966,23,1,2520,27,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,0.009123363744545815,90.0,False,False,False,False,False,False,True,False,False,False,False
969,40,1,3939,11,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.01015228426395939,328.25,False,False,False,False,False,False,False,False,False,False,False
970,22,2,1514,15,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,0.014521452145214522,94.625,False,False,False,True,False,False,False,False,False,False,False
972,29,0,1193,24,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.024288107202680067,47.72,False,False,False,False,False,False,False,False,False,False,False
973,36,2,7297,60,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.004932858317347218,119.62295081967213,False,False,False,False,False,False,False,False,False,False,False
975,57,1,1258,24,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.04527402700555997,50.32,False,False,False,False,False,False,False,True,False,False,False
976,64,2,753,6,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.08488063660477453,107.57142857142857,True,False,False,False,False,False,False,False,False,False,False
979,25,2,1264,15,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,0.019762845849802372,79.0,False,False,False,True,False,False,False,False,False,False,False
980,49,2,8386,30,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0.005842375104328127,270.51612903225805,True,False,False,False,False,False,False,False,False,False,False
982,28,3,2923,21,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,0.009575923392612859,132.86363636363637,False,False,False,False,True,False,False,False,False,False,False
